calibr_id,rfm_id,smile,canonical_ikey,name,source,source_id,status,reframedb_url
CBR-001-624-616-5,RFM-008-668-0,Cn1cc(-c2cc(Oc3cc(F)c(NC(=O)C4(C(=O)Nc5ccccc5)CC4)cc3F)ccn2)cn1,WWOXKWLDMLMYQY,DCC-2618,MedChem Express,HY-15240,plated and available for follow-up,"=HYPERLINK(""https://reframedb.org//compound_data/WWOXKWLDMLMYQY;qid=nan"")"
CBR-001-624-771-5,RFM-008-823-3,OC[C@H]1OC(O)C[C@@H](O)[C@@H]1O,PMMURAAUARKVCB,2-Deoxyglucose,MedChem Express,HY-13966,plated and available for follow-up,"=HYPERLINK(""https://reframedb.org//compound_data/PMMURAAUARKVCB;qid=Q27216296"")"
CBR-001-624-712-4,RFM-008-764-9,C=CC(=O)N1CCC[C@H](n2c(=O)n(-c3ccc(Oc4ccccc4)cc3)c3c(N)ncnc32)C1,KSUDUUBCXJUFRL,ONO-4059,MedChem Express,HY-18951,plated and available for follow-up,"=HYPERLINK(""https://reframedb.org//compound_data/KSUDUUBCXJUFRL;qid=Q27088187"")"
CBR-001-624-752-2,RFM-008-804-0,Cc1cc(C(=O)Nc2nc3cccc(Cl)c3n2[C@@H]2CCCCN(C(=O)/C=C/CN(C)C)C2)ccn1,IOMMMLWIABWRKL,Nazartinib; EGF-816,MedChem Express,HY-12872,plated and available for follow-up,"=HYPERLINK(""https://reframedb.org//compound_data/IOMMMLWIABWRKL;qid=Q27087855"")"
CBR-001-624-662-1,RFM-008-714-9,C=C(C)[C@@H]1CC[C@]2(C(=O)O)CCC3(C)[C@H](CC[C@@H]4[C@@]5(C)CC[C@H](OC(=O)CC(C)(C)C(=O)O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]12,YJEJKUQEXFSVCJ,Bevirimat dimeglumine,MedChem Express,HY-N0842,plated and available for follow-up,"=HYPERLINK(""https://reframedb.org//compound_data/YJEJKUQEXFSVCJ;qid=Q851897"")"
CBR-001-624-880-9,RFM-008-932-7,O=C(c1c(F)ccc(NS(=O)(=O)N2CC[C@@H](F)C2)c1F)c1c[nH]c2ncc(-c3cnc(C4CC4)nc3)cc12,YYACLQUDUDXAPA,PLX-8394,MedChem Express,HY-18972,plated and available for follow-up,"=HYPERLINK(""https://reframedb.org//compound_data/YYACLQUDUDXAPA;qid=Q27088419"")"
CBR-001-624-758-8,RFM-008-810-8,COC(=O)CC[C@@H]1N=C(c2ccccn2)c2cc(Br)ccc2-n2c(C)cnc21,CYHWMBVXXDIZNZ,remimazolam tosylate,MedChem Express,HY-14867A,plated and available for follow-up,"=HYPERLINK(""https://reframedb.org//compound_data/CYHWMBVXXDIZNZ;qid=nan"")"
CBR-050-269-549-0,RFM-008-832-4,C[C@@]1(F)[C@H](O)[C@@H](CO)O[C@H]1n1ccc(N)nc1=O,NYPIRLYMDJMKGW,PSI-6130,ChemDiv,H027-4240,plated and available for follow-up,"=HYPERLINK(""https://reframedb.org//compound_data/NYPIRLYMDJMKGW;qid=Q7120654"")"
CBR-001-624-689-2,RFM-008-741-2,O=C(Nc1cnccc1Cl)N1CCN(Cc2ccc3c(c2)OC(F)(F)O3)CC1,YWGYNGCRVZLMCS,JNJ-42165279,MedChem Express,HY-19636,plated and available for follow-up,"=HYPERLINK(""https://reframedb.org//compound_data/YWGYNGCRVZLMCS;qid=Q25101230"")"
CBR-001-624-801-4,RFM-008-853-9,N#Cc1ccnc(N2C(=O)CC[C@H]2C(=O)N(c2cncc(F)c2)[C@H](C(=O)NC2CC(F)(F)C2)c2ccccc2Cl)c1,WIJZXSAJMHAVGX,AG-881,MedChem Express,HY-18767,plated and available for follow-up,"=HYPERLINK(""https://reframedb.org//compound_data/WIJZXSAJMHAVGX;qid=Q27895417"")"
CBR-001-624-818-3,RFM-008-870-0,Cc1[nH]nc(C(F)(F)F)c1Cc1sc2c(c1C(=O)N1C[C@](C)(O)CO1)c(=O)n(C)c(=O)n2C(C)C,PRNXOFBDXNTIFG,AZD-3965,MedChem Express,HY-12750,plated and available for follow-up,"=HYPERLINK(""https://reframedb.org//compound_data/PRNXOFBDXNTIFG;qid=Q76415547"")"
CBR-001-624-613-2,RFM-008-665-7,CC(O)c1cc(C(=O)N[C@@H](C)Cn2ccc(-c3ccc(C#N)c(Cl)c3)n2)[nH]n1,BLIJXOOIHRSQRB,ODM-201,MedChem Express,HY-16985,plated and available for follow-up,"=HYPERLINK(""https://reframedb.org//compound_data/BLIJXOOIHRSQRB;qid=Q25091391"")"
CBR-001-624-747-5,RFM-008-799-0,C[C@@]12CC[C@@H]3[C@@](CC[C@H]4[C@@]3(C)CCC[C@@]4(C)C(=O)O)(CC1=O)C2,KFVUFODCZDRVSS,Isosteviol,MedChem Express,HY-N0872,plated and available for follow-up,"=HYPERLINK(""https://reframedb.org//compound_data/KFVUFODCZDRVSS;qid=Q105140578"")"
CBR-001-624-861-6,RFM-008-913-4,COC1CCN(C(=O)c2cc(/C=C3/NNC(=O)c4ccccc43)ccc2F)CC1,KLKQVOFUODKDGY,AZD-2461,MedChem Express,HY-13536,plated and available for follow-up,"=HYPERLINK(""https://reframedb.org//compound_data/KLKQVOFUODKDGY;qid=nan"")"
CBR-001-624-867-2,RFM-008-919-0,CN1C(=O)c2c(nn(Cc3ccc(-c4cccc(F)n4)cc3)c2Nc2ccccc2)N2C1=N[C@@H]1CCC[C@@H]12,BBIPVJCGIASXJB,ITI-214,MedChem Express,HY-12501A,plated and available for follow-up,"=HYPERLINK(""https://reframedb.org//compound_data/BBIPVJCGIASXJB;qid=Q27454893"")"
CBR-001-624-695-0,RFM-008-747-8,Nc1ccc(/C=C/C(=O)NCc2cc3cc(-c4ccc(C(=O)N5CCC(F)(F)CC5)cc4)cc(-c4ccc(F)cc4)c3o2)cn1,MRFOPLWJZULAQD,KPT-9274,MedChem Express,HY-12793,plated and available for follow-up,"=HYPERLINK(""https://reframedb.org//compound_data/MRFOPLWJZULAQD;qid=nan"")"
CBR-001-624-702-2,RFM-008-754-7,CC[C@H](C)[C@@H]1NC(=O)[C@H](Cc2ccc(OC)cc2)NC(=O)CCCSC[C@@H](C(=O)N2CCC[C@H]2C(=O)N[C@@H](CC(C)C)C(=O)NCC(N)=O)NC(=O)[C@H](CC(N)=O)NC(=O)[C@H](CCC(N)=O)NC1=O,NSTRIRCPWQHTIA,Carbetocin,MedChem Express,HY-17573,plated and available for follow-up,"=HYPERLINK(""https://reframedb.org//compound_data/NSTRIRCPWQHTIA;qid=Q5037853"")"
CBR-001-624-919-7,RFM-008-971-4,O=C(NN1CCCCC1)c1nn(-c2ccc(Cl)cc2Cl)c(-c2ccc(C#Cc3ccc(C(F)(F)F)cc3)s2)c1CNS(=O)(=O)N1CCCC1,KAIYFJUWIBTYPK,"CB1-IN-1, analog of TM-38837",MedChem Express,HY-12790,plated and available for follow-up,"=HYPERLINK(""https://reframedb.org//compound_data/KAIYFJUWIBTYPK;qid=nan"")"
CBR-001-624-606-3,RFM-008-658-8,COc1cc(C(C)C)c(Oc2cnc(N)nc2N)cc1I,AATPYXMXFBBKFO,AF-220,MedChem Express,HY-14483,plated and available for follow-up,"=HYPERLINK(""https://reframedb.org//compound_data/AATPYXMXFBBKFO;qid=Q27074324"")"
CBR-001-702-566-0,RFM-012-013-8;RFM-008-805-1,C=CC(=O)Nc1cccc(Oc2nc(Nc3ccc(N4CCN(C)CC4)cc3)nc3ccsc23)c1,FDMQDKQUTRLUBU,HM-61713; Olmutinib,WuXi,CBR-HVAC-14009,plated and available for follow-up,"=HYPERLINK(""https://reframedb.org//compound_data/FDMQDKQUTRLUBU;qid=Q27088175"")"
CBR-001-624-650-7,RFM-008-702-5,CC(C)(CC(=O)N1CCCC1)NCC(=O)N1C[C@@H](F)C[C@H]1C#N,VQKSCYBKUIDZEI,DBPR-108,MedChem Express,HY-12528,plated and available for follow-up,"=HYPERLINK(""https://reframedb.org//compound_data/VQKSCYBKUIDZEI;qid=Q27276810"")"
CBR-001-840-347-9,RFM-008-931-6,COC(=O)C[C@](O)(CCC(C)(C)O)C(=O)O[C@@H]1C(OC)=C[C@]23CCCN2CCc2cc4c(cc2[C@H]13)OCO4,HAVJATCHLFRDHY,Harringtonine,MedChem Express,HY-N0862,plated and available for follow-up,"=HYPERLINK(""https://reframedb.org//compound_data/HAVJATCHLFRDHY;qid=Q63408611"")"
CBR-001-624-850-3,RFM-008-902-1,Cl[Ti](Cl)(C1C=CC=C1)C1C=CC=C1,XKLWATAZDMHTSH,Titanocene dichloride,Oakwood Chemicals,99333,plated and available for follow-up,"=HYPERLINK(""https://reframedb.org//compound_data/XKLWATAZDMHTSH;qid=nan"")"
CBR-001-624-902-8,RFM-008-954-3,COCCC1CC2CN3CCc4c([nH]c5ccccc45)[C@](C(=O)OC)(C2)[C@H]13,DTJQBBHYRQYDEG,18-Methoxycoronaridine,Obiter Research LLC,OBT152,plated and available for follow-up,"=HYPERLINK(""https://reframedb.org//compound_data/DTJQBBHYRQYDEG;qid=Q200107"")"
CBR-001-624-698-3,RFM-008-750-3,CCCCCC[C@@H](CCC)C(=O)O,YCYMCMYLORLIJX,Arundic acid,PepTech Corporation,RC414-1,plated and available for follow-up,"=HYPERLINK(""https://reframedb.org//compound_data/YCYMCMYLORLIJX;qid=Q82244958"")"
CBR-001-624-816-1,RFM-008-868-6,CC(C)(C)C(=O)OCC(=O)C1CCC2C3CCC4=CC(=O)CCC4(C)C3CCC12C,VVOIQBFMTVCINR,DESOXYCORTICOSTERONE PIVALATE,Pharmeks LTD.,PHAR005532,plated and available for follow-up,"=HYPERLINK(""https://reframedb.org//compound_data/VVOIQBFMTVCINR;qid=Q27092729"")"
CBR-001-624-851-4,RFM-008-903-2,COc1cc(CC2c3cc(OC)c(OC)cc3CCN2C)c(Oc2cc3c(cc2OC)-c2c(OC)c(OC)cc4c2C(C3)N(C)CC4)cc1OC,ZCTJIMXXSXQXRI,Thalicarpine,Pharmeks LTD.,PHAR036266,plated and available for follow-up,"=HYPERLINK(""https://reframedb.org//compound_data/ZCTJIMXXSXQXRI;qid=Q105371511"")"
CBR-001-624-547-9,RFM-008-599-4,c1cc2c(cc1C1CCCCC1)c1c3n2CCNC3CCC1,AUXCHYJDVJZEPG,Tetrindole,Princeton BioMolecular Research,OSSL_409061,plated and available for follow-up,"=HYPERLINK(""https://reframedb.org//compound_data/AUXCHYJDVJZEPG;qid=Q27147417"")"
CBR-001-624-823-0,RFM-008-875-5,CCN(CC)CCOC(=O)C(C)(c1ccccc1)c1ccccc1,DIDYGLSKVUKRRP,APROFENE,Princeton BioMolecular Research,OSSK_580408,plated and available for follow-up,"=HYPERLINK(""https://reframedb.org//compound_data/DIDYGLSKVUKRRP;qid=Q4068249"")"
CBR-001-624-822-9,RFM-008-874-4,C[C@@H]1CC[C@@]2(OC1)O[C@H]1C[C@H]3[C@@H]4CC[C@H]5C[C@H](O)CC[C@]5(C)[C@H]4CC[C@]3(C)[C@H]1[C@@H]2C,GMBQZIIUCVWOCD,smilagenin,Princeton BioMolecular Research,OSSL_331504,plated and available for follow-up,"=HYPERLINK(""https://reframedb.org//compound_data/GMBQZIIUCVWOCD;qid=Q105011585"")"
CBR-001-624-896-7,RFM-008-948-5,C=CCCCCCCCCCSC(=N)N,OEXJBTRYLHGHNY,AHR-1911,Princeton BioMolecular Research,OSSL_754206,plated and available for follow-up,"=HYPERLINK(""https://reframedb.org//compound_data/OEXJBTRYLHGHNY;qid=nan"")"
CBR-001-624-534-4,RFM-008-586-9,CNC(C)CC1CCCCC1,JCRIVQIOJSSCQD,PROPYLHEXEDRINE,Princeton BioMolecular Research,OSSL_312908,plated and available for follow-up,"=HYPERLINK(""https://reframedb.org//compound_data/JCRIVQIOJSSCQD;qid=Q27269273"")"
CBR-001-624-892-3,RFM-008-944-1,CCOC(=O)c1cc(O)nc(O)n1,OQIITSDYUWKGGR,YM 39558,Rare Chemicals GMBH,AL BI 1310,plated and available for follow-up,"=HYPERLINK(""https://reframedb.org//compound_data/OQIITSDYUWKGGR;qid=Q27262315"")"
CBR-001-624-653-0,RFM-008-705-8,C=C1C[C@H](N)[C@H](C(=O)O)C1,RKOUGZGFAYMUIO,Icofungipen,Rare Chemicals GMBH,AK VD 0001,plated and available for follow-up,"=HYPERLINK(""https://reframedb.org//compound_data/RKOUGZGFAYMUIO;qid=Q82224095"")"
CBR-001-624-887-6,RFM-008-939-4,CCNC(=O)C#Cc1ccc2c(c1)NC(=O)/C2=C(\Nc1ccc(CN(C)C)cc1)c1ccccc1,FLBNLJLONKAPLR,BI-847325,Selleck Chemicals,S7843,plated and available for follow-up,"=HYPERLINK(""https://reframedb.org//compound_data/FLBNLJLONKAPLR;qid=Q27456034"")"
CBR-001-624-857-0,RFM-008-909-8,NC1C(O)OC(CO)C(O)C1O,MSWZFWKMSRAUBD,Glucosamine sulfate,Sigma-Aldrich,MFCD00267362,plated and available for follow-up,"=HYPERLINK(""https://reframedb.org//compound_data/MSWZFWKMSRAUBD;qid=Q118274520"")"
CBR-001-624-658-5,RFM-008-710-5,CCCCCCCCCCCCCCCCCCN(C)C,NAPSCFZYZVSQHF,DYMANTHINE,Sigma-Aldrich,MFCD00048496,plated and available for follow-up,"=HYPERLINK(""https://reframedb.org//compound_data/NAPSCFZYZVSQHF;qid=Q24817440"")"
CBR-001-624-619-8,RFM-008-671-5,CC(=O)O[C@]1(C(C)=O)CC[C@H]2[C@@H]3C=C(C)C4=CC(=O)CC[C@@H]4[C@H]3CCC21C,IIVBFTNIGYRNQY,Nomegestrol acetate,Sigma-Aldrich,MFCD00941390,plated and available for follow-up,"=HYPERLINK(""https://reframedb.org//compound_data/IIVBFTNIGYRNQY;qid=Q82590837"")"
CBR-001-624-639-2,RFM-008-691-9,CC12CC[C@@H]3c4ccc(O)cc4CC[C@H]3[C@@H]1[C@@H](O)[C@@H](O)[C@@H]2O,AJIPIJNNOJSSQC,Estetrol,Sigma-Aldrich,SML1523,plated and available for follow-up,"=HYPERLINK(""https://reframedb.org//compound_data/AJIPIJNNOJSSQC;qid=Q5401078"")"
CBR-001-624-759-9,RFM-008-811-9,CC12CC(=O)C3C(CCC4CC(O)CCC43C)C1CCC2C(=O)CO,XWYBFXIUISNTQG,ALFADOLONE,Sigma-Aldrich,MFCD00669322,plated and available for follow-up,"=HYPERLINK(""https://reframedb.org//compound_data/XWYBFXIUISNTQG;qid=Q27289417"")"
CBR-001-624-680-3,RFM-008-732-1,CCCCCCCCCCCCCC[N+](C)(C)C,GLFDLEXFOHUASB,CETRIMIDE,Sigma-Aldrich,MFCD00011770,plated and available for follow-up,"=HYPERLINK(""https://reframedb.org//compound_data/GLFDLEXFOHUASB;qid=Q27294221"")"
CBR-001-624-703-3,RFM-008-755-8,COc1ccc(N)c(F)c1,YWUVOJJHVFLNJA,ASP-6432,Sigma-Aldrich,MFCD00047827,plated and available for follow-up,"=HYPERLINK(""https://reframedb.org//compound_data/YWUVOJJHVFLNJA;qid=Q72473903"")"
CBR-001-624-568-4,RFM-008-620-4,CCCCCCCCCCCCCCCCCCO,GLDOVTGHNKAZLK,STEARYL ALCOHOL,Sigma-Aldrich,O709,plated and available for follow-up,"=HYPERLINK(""https://reframedb.org//compound_data/GLDOVTGHNKAZLK;qid=Q632384"")"
CBR-001-624-649-4,RFM-008-701-4,CC(N)(Cc1c[nH]c2ccccc12)C(=O)O,ZTTWHZHBPDYSQB,alpha-Methyltryptophan,Sigma-Aldrich,MFCD00038416,plated and available for follow-up,"=HYPERLINK(""https://reframedb.org//compound_data/ZTTWHZHBPDYSQB;qid=Q82428919"")"
CBR-001-624-731-7,RFM-008-783-2,CC(=O)Nc1c(I)c(C(=O)O)c(I)c(N(C)C(C)=O)c1I,GGGDNPWHMNJRFN,SODIUM METRIZOATE,Sigma-Aldrich,MFCD00867964,plated and available for follow-up,"=HYPERLINK(""https://reframedb.org//compound_data/GGGDNPWHMNJRFN;qid=Q6824400"")"
CBR-001-624-768-0,RFM-008-820-0,C[C@@H]1CC2C3C[C@H](F)C4=CC(=O)C=CC4(C)[C@@]3(F)C(O)CC2(C)[C@@]1(O)C(=O)COC(=O)C(C)(C)C,JWRMHDSINXPDHB,FLUMETHASONE PIVALATE,Sigma-Aldrich,MFCD03935231,plated and available for follow-up,"=HYPERLINK(""https://reframedb.org//compound_data/JWRMHDSINXPDHB;qid=Q20817117"")"
CBR-001-624-681-4,RFM-008-733-2,CC1=CCC(C(C)(C)O)CC1,WUOACPNHFRMFPN,ALPHA-TERPINEOL,Sigma-Aldrich,MFCD00001557,plated and available for follow-up,"=HYPERLINK(""https://reframedb.org//compound_data/WUOACPNHFRMFPN;qid=Q27105253"")"
CBR-001-624-791-9,RFM-008-843-7,CC(=O)[C@@]1(C)CC[C@H]2[C@@H]3C=C(C)C4=CC(=O)CCC4(C)[C@H]3CCC21C,HCFSGRMEEXUOSS,MEDROGESTONE,Sigma-Aldrich,PH009828,plated and available for follow-up,"=HYPERLINK(""https://reframedb.org//compound_data/HCFSGRMEEXUOSS;qid=Q6807285"")"
CBR-001-624-845-6,RFM-008-897-1,CCN1C[C@]2(COC(=O)c3ccccc3N3C(=O)CC(C)C3=O)CC[C@H](OC)C34C5CC6C(OC)CC(O)(C5C6OC)C(O)(C(OC)C32)C14,XLTANAWLDBYGFU,PH-399733,Sigma-Aldrich,MFCD00153837,plated and available for follow-up,"=HYPERLINK(""https://reframedb.org//compound_data/XLTANAWLDBYGFU;qid=Q110177552"")"
CBR-050-297-654-7,RFM-008-825-5,CNCC(=O)O,FSYKKLYZXJSNPZ,Sarcosine,ChemSpace,T6975,plated and available for follow-up,"=HYPERLINK(""https://reframedb.org//compound_data/FSYKKLYZXJSNPZ;qid=Q27120731"")"
CBR-050-190-880-1,RFM-008-739-8,CCCCCCCCCCCCCCCCCCCCCCCCCCCCO,CNNRPFQICPFDPO,OCTACOSANOL,Target Molecule Corp.,T3761,plated and available for follow-up,"=HYPERLINK(""https://reframedb.org//compound_data/CNNRPFQICPFDPO;qid=Q3631024"")"
CBR-001-624-701-1,RFM-008-753-6,O=C(O)CC(O)(C(=O)O)C(O)C(=O)O,ZMJBYMUCKBYSCP,Garcinia acid,Sigma-Aldrich,59847,plated and available for follow-up,"=HYPERLINK(""https://reframedb.org//compound_data/ZMJBYMUCKBYSCP;qid=Q105379477"")"
CBR-001-624-889-8,RFM-008-941-8,CC(=O)OCC(=O)C1CCC2C3CCC4=CC(=O)CCC4(C)C3CCC12C,VPGRYOFKCNULNK,Org-2154,Sigma-Aldrich,MFCD00669239,plated and available for follow-up,"=HYPERLINK(""https://reframedb.org//compound_data/VPGRYOFKCNULNK;qid=Q27116214"")"
CBR-001-624-882-1,RFM-008-934-9,CC(CC(=O)c1ccc(-c2ccc(F)cc2F)cc1)C(=O)O,FIKVYIRIUOFLLR,Flobufen,Sigma-Aldrich,MFCD03090810,plated and available for follow-up,"=HYPERLINK(""https://reframedb.org//compound_data/FIKVYIRIUOFLLR;qid=Q27236946"")"
CBR-001-624-750-0,RFM-008-802-8,CCCN1CC[C@H]2c3cc(O)ccc3CC[C@H]21,LJDRQPOQHHOXHM,CIS-8-OH-PBZI,Sigma-Aldrich,MFCD11045999,plated and available for follow-up,"=HYPERLINK(""https://reframedb.org//compound_data/LJDRQPOQHHOXHM;qid=Q4644279"")"
CBR-001-624-633-6,RFM-008-685-1,CN1CCN(c2cc3c(cc2F)c(=O)c(C(=O)O)cn3-c2ccc(F)cc2)CC1,NOCJXYPHIIZEHN,Difloxacin hydrochloride,Sigma-Aldrich,D2819,plated and available for follow-up,"=HYPERLINK(""https://reframedb.org//compound_data/NOCJXYPHIIZEHN;qid=Q5275450"")"
CBR-001-624-878-5,RFM-008-930-5,C[C@H]1[C@H](C)CC[C@]2(CO)CC[C@]3(C)C(=CC[C@@H]4[C@@]5(C)CC[C@H](O)C(C)(C)[C@@H]5CC[C@]43C)[C@H]12,XUARCIYIVXVTAE,UVAOL,Sigma-Aldrich,U6628,plated and available for follow-up,"=HYPERLINK(""https://reframedb.org//compound_data/XUARCIYIVXVTAE;qid=Q115948734"")"
CBR-001-624-839-8,RFM-008-891-5,CCCCCCCCO,KBPLFHHGFOOTCA,1-Octanol,Sigma-Aldrich,MFCD00002988,plated and available for follow-up,"=HYPERLINK(""https://reframedb.org//compound_data/KBPLFHHGFOOTCA;qid=Q161666"")"
CBR-001-624-670-1,RFM-008-722-9,CC(C)(CO)CCCCCCC(C)(C)CO,DJKWDKJYFYUEBQ,Gemcadiol,Sigma-Aldrich,PH000291,plated and available for follow-up,"=HYPERLINK(""https://reframedb.org//compound_data/DJKWDKJYFYUEBQ;qid=Q27268575"")"
CBR-001-624-590-2,RFM-008-642-0,CCCCCCCCCCCCCC(=O)OCC(COP(=O)([O-])OCC[N+](C)(C)C)OC(=O)CCCCCCCCCCCCC,CITHEXJVPOWHKC,DIMYRISTOYLPHOSPHATIDYLCHOLINE / PERFLEXANE,Sigma-Aldrich,MFCD00066562,plated and available for follow-up,"=HYPERLINK(""https://reframedb.org//compound_data/CITHEXJVPOWHKC;qid=Q82599956"")"
CBR-050-297-655-8,RFM-008-717-2,CCCCCCCCC(=O)O,FBUKVWPVBMHYJY,NONANOIC ACID,ChemSpace,T3947,plated and available for follow-up,"=HYPERLINK(""https://reframedb.org//compound_data/FBUKVWPVBMHYJY;qid=Q369777"")"
CBR-001-624-579-7,RFM-008-631-7,CNCCCN1c2ccccc2CCc2ccc(Cl)cc21,VPIXQGUBUKFLRF,chlordesipramine,Sigma-Aldrich,MFCD00792880,plated and available for follow-up,"=HYPERLINK(""https://reframedb.org//compound_data/VPIXQGUBUKFLRF;qid=Q27215299"")"
CBR-001-624-803-6,RFM-008-855-1,CC12C=CC(=O)C=C1[C@@H](F)C[C@@H]1[C@@H]2[C@@H](O)CC2(C)[C@H]1CC[C@]2(O)C(=O)CO,MYYIMZRZXIQBGI,FLUPREDNISOLONE,Sigma-Aldrich,MFCD00200355,plated and available for follow-up,"=HYPERLINK(""https://reframedb.org//compound_data/MYYIMZRZXIQBGI;qid=Q732234"")"
CBR-050-297-672-9,RFM-008-727-4,CSCC[C@H](N)C(=O)O,FFEARJCKVFRZRR,Methionine,ChemSpace,T4844,plated and available for follow-up,"=HYPERLINK(""https://reframedb.org//compound_data/FFEARJCKVFRZRR;qid=Q82475557"")"
CBR-001-624-582-2,RFM-008-634-0,OC1(CN2CCC(COc3noc4cccc(O[C@@H]5CCOC5)c34)CC2)CCOCC1,WLLOFQROROXOMO,PF-04995274,Sigma-Aldrich,PZ0310,plated and available for follow-up,"=HYPERLINK(""https://reframedb.org//compound_data/WLLOFQROROXOMO;qid=Q27088320"")"
CBR-001-624-905-1,RFM-008-957-6,Cc1cc(-c2ccc(/N=N/c3c(S(=O)(=O)O)cc4cc(S(=O)(=O)O)cc(N)c4c3O)c(C)c2)ccc1/N=N/c1c(S(=O)(=O)O)cc2cc(S(=O)(=O)O)cc(N)c2c1O,ZBNARPCCDMHDDV,TRYPAN BLUE,Sigma-Aldrich,MFCD00003969,plated and available for follow-up,"=HYPERLINK(""https://reframedb.org//compound_data/ZBNARPCCDMHDDV;qid=Q27148014"")"
CBR-001-624-848-9,RFM-008-900-9,O=C(O)CCCCCCCCC(=O)O,CXMXRPHRNRROMY,disodium sebacate,Sigma-Aldrich,MFCD00070501,plated and available for follow-up,"=HYPERLINK(""https://reframedb.org//compound_data/CXMXRPHRNRROMY;qid=Q413454"")"
CBR-001-624-815-0,RFM-008-867-5,C[C@]1(C(=O)O)CSC(c2ncccc2O)=N1,MJWAGSZZOQMRNY,DESFERRITHIOCIN,Sigma-Aldrich,SML1289,plated and available for follow-up,"=HYPERLINK(""https://reframedb.org//compound_data/MJWAGSZZOQMRNY;qid=Q76010103"")"
CBR-001-624-644-9,RFM-008-696-4,CC(O)CC(=O)O,WHBMMWSBFZVSSR,beta-Hydroxybutyrate,Sigma-Aldrich,MFCD00016716,plated and available for follow-up,"=HYPERLINK(""https://reframedb.org//compound_data/WHBMMWSBFZVSSR;qid=Q27117026"")"
CBR-001-624-714-6,RFM-008-766-1,CCN(CC)CCN1C(=O)/C(=C\c2ccc(OC)cc2)NC2CCCCC21,TULCETFCVHEVBG,caroverine fumarate,Sigma-Aldrich,MFCD01684929,plated and available for follow-up,"=HYPERLINK(""https://reframedb.org//compound_data/TULCETFCVHEVBG;qid=nan"")"
CBR-001-624-622-3,RFM-008-674-8,CC(C)c1cc(C(C)C)c(-c2csc(N(CCN(C)C)Cc3cccnc3)n2)c(C(C)C)c1,VVBFISAUNSXQGZ,Foropafant,Sigma-Aldrich,SML0542,plated and available for follow-up,"=HYPERLINK(""https://reframedb.org//compound_data/VVBFISAUNSXQGZ;qid=Q27077703"")"
CBR-001-624-710-2,RFM-008-762-7,CC1(C)SCCN(S(=O)(=O)c2ccc(Oc3ccncc3)cc2)[C@H]1C(=O)NO,YKPYIPVDTNNYCN,Prinomastat,Sigma-Aldrich,PZ0198,plated and available for follow-up,"=HYPERLINK(""https://reframedb.org//compound_data/YKPYIPVDTNNYCN;qid=Q7245228"")"
CBR-001-624-655-2,RFM-008-707-0,Oc1ccc(Cl)cc1Sc1cc(Cl)ccc1O,ANUSOIHIIPAHJV,FENTICLOR,Sigma-Aldrich,MFCD00031479,plated and available for follow-up,"=HYPERLINK(""https://reframedb.org//compound_data/ANUSOIHIIPAHJV;qid=Q5443595"")"
CBR-001-624-614-3,RFM-008-666-8,Cc1c(C)c2c(c(C)c1O)CCC(C)(C)O2,SEBPXHSZHLFWRL,APC-100,Sigma-Aldrich,MFCD00210347,plated and available for follow-up,"=HYPERLINK(""https://reframedb.org//compound_data/SEBPXHSZHLFWRL;qid=Q27268236"")"
CBR-001-624-819-4,RFM-008-871-1,CC1=CC[C@H](C(C)(C)O)C[C@H]1O,OMDMTHRBGUBUCO,Cyclidrol,Sigma-Aldrich,MFCD00869369,plated and available for follow-up,"=HYPERLINK(""https://reframedb.org//compound_data/OMDMTHRBGUBUCO;qid=Q105194291"")"
CBR-001-624-684-7,RFM-008-736-5,OC[C@H]1O[C@@H]2O[C@H]3[C@H](O)[C@@H](O)[C@@H](O[C@H]4[C@H](O)[C@@H](O)[C@@H](O[C@H]5[C@H](O)[C@@H](O)[C@@H](O[C@H]6[C@H](O)[C@@H](O)[C@@H](O[C@H]7[C@H](O)[C@@H](O)[C@@H](O[C@H]8[C@H](O)[C@@H](O)[C@@H](O[C@H]1[C@H](O)[C@H]2O)O[C@@H]8CO)O[C@@H]7CO)O[C@@H]6CO)O[C@@H]5CO)O[C@@H]4CO)O[C@@H]3CO,WHGYBXFWUBPSRW,Benexate cyclodextrin,Sigma-Aldrich,MFCD00150811,plated and available for follow-up,"=HYPERLINK(""https://reframedb.org//compound_data/WHGYBXFWUBPSRW;qid=Q115948193"")"
CBR-001-624-612-1,RFM-008-664-6,CC(C)(c1ccc(OCC(O)CO)cc1)c1ccc(OCC(O)CCl)cc1,HDTYUHNZRYZEEB,EPI-506,Sigma-Aldrich,92427,plated and available for follow-up,"=HYPERLINK(""https://reframedb.org//compound_data/HDTYUHNZRYZEEB;qid=Q15408409"")"
CBR-001-624-966-4,RFM-009-018-6,Oc1ccc(-c2c(-c3ccccc3)nn3c(C(F)(F)F)cc(C(F)(F)F)nc23)cc1,AEZPAUSGTAHLOQ,,Sigma-Aldrich,SML1355,plated and available for follow-up,"=HYPERLINK(""https://reframedb.org//compound_data/AEZPAUSGTAHLOQ;qid=Q25091475"")"
